flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL2103,VT-053,CCU,MAA,2026-04-03 08:26:00,2026-04-03 09:40:00,8,4,0,4,60,28.8,18.05,5241.58,69.8,0.38
FL2104,VT-053,BOM,DEL,2026-04-03 18:40:00,2026-04-03 20:58:00,18,4,0,4,58,33.17,24.99,3691.45,53.26,0.76
FL2105,VT-053,DEL,CCU,2026-04-03 21:56:00,2026-04-03 23:27:00,21,4,0,4,38,27.72,24.31,9326.51,65.14,0.86
FL2106,VT-053,CCU,MAA,2026-04-04 00:05:00,2026-04-04 01:32:00,0,5,1,4,42,27.61,10.43,8527.65,58.92,0.36
FL2107,VT-053,BOM,DEL,2026-04-04 10:14:00,2026-04-04 12:05:00,10,5,1,4,75,28.8,11.84,9851.07,71.48,0.59
FL2108,VT-053,DEL,CCU,2026-04-04 13:20:00,2026-04-04 15:03:00,13,5,1,4,61,27.73,6.4,2453.0,46.02,0.71
FL2109,VT-053,CCU,MAA,2026-04-04 16:04:00,2026-04-04 17:32:00,16,5,1,4,73,33.33,23.58,5973.95,82.15,0.61
FL2110,VT-053,BOM,DEL,2026-04-05 02:45:00,2026-04-05 05:00:00,2,6,1,4,41,34.09,8.48,4889.73,71.87,0.35
FL2111,VT-053,DEL,CCU,2026-04-05 05:41:00,2026-04-05 07:01:00,5,6,1,4,58,33.68,12.23,6278.4,89.81,0.63
FL2112,VT-053,CCU,MAA,2026-04-05 07:59:00,2026-04-05 09:39:00,7,6,1,4,32,28.89,20.93,6763.32,84.33,0.59
FL2113,VT-054,BOM,DEL,2026-04-01 01:00:00,2026-04-01 03:06:00,1,2,0,4,35,35.17,17.09,7040.15,60.87,0.4
FL2114,VT-054,DEL,CCU,2026-04-01 03:41:00,2026-04-01 06:08:00,3,2,0,4,76,28.62,9.23,7888.28,56.0,0.65
FL2115,VT-054,CCU,MAA,2026-04-01 07:24:00,2026-04-01 08:56:00,7,2,0,4,55,31.96,8.25,9677.97,82.58,0.9
FL2116,VT-054,BOM,DEL,2026-04-01 17:51:00,2026-04-01 20:17:00,17,2,0,4,32,35.77,7.88,2068.95,41.0,0.71
FL2117,VT-054,DEL,CCU,2026-04-01 20:49:00,2026-04-01 23:02:00,20,2,0,4,67,27.95,14.11,6144.12,40.37,0.6
FL2118,VT-054,CCU,MAA,2026-04-02 00:09:00,2026-04-02 02:30:00,0,3,0,4,64,28.19,19.64,3864.15,80.66,0.71
FL2119,VT-054,BOM,DEL,2026-04-02 11:34:00,2026-04-02 13:26:00,11,3,0,4,37,36.9,9.22,3893.76,71.4,0.88
FL2120,VT-054,DEL,CCU,2026-04-02 14:03:00,2026-04-02 16:06:00,14,3,0,4,75,23.82,22.34,7354.15,62.4,0.64
FL2121,VT-054,CCU,MAA,2026-04-02 17:21:00,2026-04-02 19:28:00,17,3,0,4,35,27.84,9.09,7014.42,57.94,1.0
FL2122,VT-054,BOM,DEL,2026-04-03 04:03:00,2026-04-03 05:36:00,4,4,0,4,48,21.93,16.32,9334.05,80.04,0.62
FL2123,VT-054,DEL,CCU,2026-04-03 06:24:00,2026-04-03 08:08:00,6,4,0,4,52,18.67,19.37,6689.88,64.62,0.43
FL2124,VT-054,CCU,MAA,2026-04-03 09:00:00,2026-04-03 11:28:00,9,4,0,4,70,23.53,23.3,4683.25,87.61,0.67
FL2125,VT-054,BOM,DEL,2026-04-03 20:38:00,2026-04-03 22:54:00,20,4,0,4,76,29.08,17.63,6343.52,46.47,0.56
FL2126,VT-054,DEL,CCU,2026-04-04 00:10:00,2026-04-04 02:24:00,0,5,1,4,80,30.98,13.94,8223.88,51.02,0.42
FL2127,VT-054,CCU,MAA,2026-04-04 03:44:00,2026-04-04 05:59:00,3,5,1,4,57,26.79,13.13,9412.68,75.52,0.59
FL2128,VT-054,BOM,DEL,2026-04-04 14:56:00,2026-04-04 16:34:00,14,5,1,4,46,26.58,24.69,7331.26,54.27,0.71
FL2129,VT-054,DEL,CCU,2026-04-04 17:20:00,2026-04-04 19:02:00,17,5,1,4,35,30.14,7.19,9726.69,48.74,0.75
FL2130,VT-054,CCU,MAA,2026-04-04 19:37:00,2026-04-04 21:18:00,19,5,1,4,63,33.29,20.54,7387.36,70.72,0.92
FL2131,VT-054,BOM,DEL,2026-04-05 06:21:00,2026-04-05 08:19:00,6,6,1,4,37,26.15,6.57,4647.32,52.41,0.99
FL2132,VT-054,DEL,CCU,2026-04-05 08:56:00,2026-04-05 11:19:00,8,6,1,4,86,35.88,18.69,3696.65,51.95,0.5
FL2133,VT-054,CCU,MAA,2026-04-05 12:45:00,2026-04-05 15:12:00,12,6,1,4,73,27.2,13.22,3874.6,40.98,0.92
FL2134,VT-055,BOM,DEL,2026-04-01 05:00:00,2026-04-01 06:30:00,5,2,0,4,81,29.67,11.77,2056.73,74.01,0.88
FL2135,VT-055,DEL,CCU,2026-04-01 07:51:00,2026-04-01 08:57:00,7,2,0,4,59,30.97,7.93,3277.33,79.5,0.73
FL2136,VT-055,CCU,MAA,2026-04-01 09:56:00,2026-04-01 11:29:00,9,2,0,4,51,30.51,11.18,4949.8,78.49,0.87
FL2137,VT-055,BOM,DEL,2026-04-01 20:20:00,2026-04-01 22:45:00,20,2,0,4,50,28.12,13.01,9577.22,60.32,0.84
FL2138,VT-055,DEL,CCU,2026-04-01 23:35:00,2026-04-02 00:37:00,23,2,0,4,61,33.82,23.16,2699.33,86.82,0.88
FL2139,VT-055,CCU,MAA,2026-04-02 01:38:00,2026-04-02 03:42:00,1,3,0,4,44,29.85,20.83,3607.29,80.26,0.9
FL2140,VT-055,BOM,DEL,2026-04-02 12:26:00,2026-04-02 13:34:00,12,3,0,4,43,30.33,6.0,3199.27,66.88,0.7
FL2141,VT-055,DEL,CCU,2026-04-02 14:17:00,2026-04-02 15:53:00,14,3,0,4,53,29.85,17.9,2135.75,88.02,0.33
FL2142,VT-055,CCU,MAA,2026-04-02 16:46:00,2026-04-02 18:52:00,16,3,0,4,40,32.89,18.32,8581.26,40.66,0.68
FL2143,VT-055,BOM,DEL,2026-04-03 03:32:00,2026-04-03 05:16:00,3,4,0,4,50,30.45,14.19,5991.74,43.61,0.78
FL2144,VT-055,DEL,CCU,2026-04-03 06:06:00,2026-04-03 08:31:00,6,4,0,4,84,36.37,14.71,3195.05,72.41,0.42
FL2145,VT-055,CCU,MAA,2026-04-03 09:55:00,2026-04-03 12:04:00,9,4,0,4,77,30.08,22.45,6904.93,47.86,0.97
FL2146,VT-055,BOM,DEL,2026-04-03 21:21:00,2026-04-03 23:10:00,21,4,0,4,40,26.84,17.54,4025.59,80.18,0.87
FL2147,VT-055,DEL,CCU,2026-04-03 23:50:00,2026-04-04 01:41:00,23,4,0,4,38,30.14,24.58,6014.96,62.75,0.83
FL2148,VT-055,CCU,MAA,2026-04-04 02:19:00,2026-04-04 03:19:00,2,5,1,4,60,30.55,15.92,2715.78,60.9,0.9
FL2149,VT-055,BOM,DEL,2026-04-04 12:19:00,2026-04-04 13:20:00,12,5,1,4,48,25.66,22.12,2793.9,44.54,0.48
FL2150,VT-055,DEL,CCU,2026-04-04 14:08:00,2026-04-04 16:23:00,14,5,1,4,31,27.86,17.46,4848.54,79.45,0.46
FL2151,VT-055,CCU,MAA,2026-04-04 16:54:00,2026-04-04 18:03:00,16,5,1,4,43,31.18,17.78,3885.46,75.68,0.91
FL2152,VT-055,BOM,DEL,2026-04-05 02:46:00,2026-04-05 04:23:00,2,6,1,4,57,26.02,13.55,3286.88,75.02,0.83
FL2153,VT-055,DEL,CCU,2026-04-05 05:20:00,2026-04-05 06:50:00,5,6,1,4,87,31.0,7.12,6049.12,80.73,0.96
FL2154,VT-055,CCU,MAA,2026-04-05 08:17:00,2026-04-05 09:49:00,8,6,1,4,56,32.58,15.71,5153.52,82.41,0.65
FL2155,VT-056,MAA,CCU,2026-04-01 03:00:00,2026-04-01 04:16:00,3,2,0,4,62,30.08,14.44,5922.5,82.34,0.88
FL2156,VT-056,CCU,DEL,2026-04-01 05:18:00,2026-04-01 07:04:00,5,2,0,4,49,23.24,14.84,6582.18,51.92,0.86
FL2157,VT-056,DEL,BOM,2026-04-01 07:53:00,2026-04-01 09:49:00,7,2,0,4,31,26.09,14.73,4672.36,45.34,0.47
FL2158,VT-056,MAA,CCU,2026-04-01 18:20:00,2026-04-01 20:02:00,18,2,0,4,75,29.54,8.38,5685.38,55.35,0.32
FL2159,VT-056,CCU,DEL,2026-04-01 21:17:00,2026-04-01 22:37:00,21,2,0,4,80,31.06,11.46,6352.87,67.59,0.55
FL2160,VT-056,DEL,BOM,2026-04-01 23:57:00,2026-04-02 01:54:00,23,2,0,4,44,32.03,12.55,4065.81,52.17,0.62
FL2161,VT-056,MAA,CCU,2026-04-02 10:38:00,2026-04-02 11:39:00,10,3,0,4,74,29.77,20.19,3647.91,75.46,0.31
FL2162,VT-056,CCU,DEL,2026-04-02 12:53:00,2026-04-02 13:54:00,12,3,0,4,47,35.71,11.77,6509.9,50.25,0.82
FL2163,VT-056,DEL,BOM,2026-04-02 14:41:00,2026-04-02 16:39:00,14,3,0,4,58,28.32,6.05,8820.34,49.91,0.91
FL2164,VT-056,MAA,CCU,2026-04-03 01:37:00,2026-04-03 03:37:00,1,4,0,4,49,35.28,11.38,9247.29,46.33,0.42
FL2165,VT-056,CCU,DEL,2026-04-03 04:26:00,2026-04-03 05:38:00,4,4,0,4,86,26.5,14.86,2655.51,49.8,0.96
FL2166,VT-056,DEL,BOM,2026-04-03 07:04:00,2026-04-03 08:07:00,7,4,0,4,39,29.75,23.47,6358.6,53.49,0.79
FL2167,VT-056,MAA,CCU,2026-04-03 16:46:00,2026-04-03 18:30:00,16,4,0,4,47,30.96,18.18,9913.0,53.25,0.77
FL2168,VT-056,CCU,DEL,2026-04-03 19:17:00,2026-04-03 21:26:00,19,4,0,4,57,32.35,15.19,4400.54,47.56,0.5
FL2169,VT-056,DEL,BOM,2026-04-03 22:23:00,2026-04-03 23:57:00,22,4,0,4,60,32.48,12.52,8050.48,66.98,0.35
FL2170,VT-056,MAA,CCU,2026-04-04 08:57:00,2026-04-04 11:16:00,8,5,1,4,42,32.74,17.75,8414.61,63.32,0.55
FL2171,VT-056,CCU,DEL,2026-04-04 11:58:00,2026-04-04 13:26:00,11,5,1,4,68,29.43,7.17,9007.46,79.16,0.42
FL2172,VT-056,DEL,BOM,2026-04-04 14:34:00,2026-04-04 16:46:00,14,5,1,4,39,19.5,17.5,9569.5,68.99,0.68
FL2173,VT-056,MAA,CCU,2026-04-05 01:25:00,2026-04-05 03:05:00,1,6,1,4,54,40.2,6.01,2503.26,49.37,0.32
FL2174,VT-056,CCU,DEL,2026-04-05 03:59:00,2026-04-05 06:27:00,3,6,1,4,53,33.48,7.72,8688.63,47.74,0.51
FL2175,VT-056,DEL,BOM,2026-04-05 07:20:00,2026-04-05 08:53:00,7,6,1,4,54,33.8,9.98,4978.46,52.73,0.64
FL2176,VT-057,BLR,HYD,2026-04-01 01:00:00,2026-04-01 03:16:00,1,2,0,4,35,30.76,6.12,3137.45,42.64,0.74
FL2177,VT-057,HYD,PNQ,2026-04-01 03:51:00,2026-04-01 05:07:00,3,2,0,4,63,29.85,6.09,8691.52,65.6,0.67
FL2178,VT-057,PNQ,DEL,2026-04-01 06:10:00,2026-04-01 07:14:00,6,2,0,4,54,25.02,8.95,4550.54,69.67,0.45
FL2179,VT-057,BLR,HYD,2026-04-01 16:08:00,2026-04-01 17:49:00,16,2,0,4,79,30.93,7.33,9760.94,41.1,0.86
FL2180,VT-057,HYD,PNQ,2026-04-01 19:08:00,2026-04-01 21:13:00,19,2,0,4,88,27.27,7.71,3165.03,74.87,0.75
FL2181,VT-057,PNQ,DEL,2026-04-01 22:41:00,2026-04-02 00:50:00,22,2,0,4,87,33.87,20.65,9499.85,74.6,0.41
FL2182,VT-057,BLR,HYD,2026-04-02 10:17:00,2026-04-02 12:28:00,10,3,0,4,84,32.53,9.19,2580.18,75.16,0.58
FL2183,VT-057,HYD,PNQ,2026-04-02 13:52:00,2026-04-02 16:00:00,13,3,0,4,80,28.1,23.4,7202.04,44.52,0.96
FL2184,VT-057,PNQ,DEL,2026-04-02 17:20:00,2026-04-02 18:48:00,17,3,0,4,62,26.71,13.05,2409.79,64.83,0.39
FL2185,VT-057,BLR,HYD,2026-04-03 03:50:00,2026-04-03 05:31:00,3,4,0,4,69,25.12,13.02,4805.68,78.64,0.86
FL2186,VT-057,HYD,PNQ,2026-04-03 06:40:00,2026-04-03 08:40:00,6,4,0,4,45,28.43,12.47,3211.28,79.92,0.8
FL2187,VT-057,PNQ,DEL,2026-04-03 09:25:00,2026-04-03 11:29:00,9,4,0,4,82,25.93,8.81,4933.78,45.29,0.74
FL2188,VT-057,BLR,HYD,2026-04-03 20:51:00,2026-04-03 22:35:00,20,4,0,4,57,27.93,16.57,9290.73,67.7,0.42
FL2189,VT-057,HYD,PNQ,2026-04-03 23:32:00,2026-04-04 01:32:00,23,4,0,4,68,35.3,12.57,8745.16,72.21,0.76
FL2190,VT-057,PNQ,DEL,2026-04-04 02:40:00,2026-04-04 05:04:00,2,5,1,4,83,36.65,20.14,6853.73,48.34,0.86
FL2191,VT-057,BLR,HYD,2026-04-04 14:27:00,2026-04-04 16:43:00,14,5,1,4,76,31.22,19.4,2689.09,63.19,0.42
FL2192,VT-057,HYD,PNQ,2026-04-04 17:59:00,2026-04-04 20:26:00,17,5,1,4,35,34.39,17.39,7307.92,81.81,0.45
FL2193,VT-057,PNQ,DEL,2026-04-04 21:01:00,2026-04-04 23:21:00,21,5,1,4,58,21.23,7.41,8812.3,47.83,0.98
FL2194,VT-057,BLR,HYD,2026-04-05 08:19:00,2026-04-05 10:04:00,8,6,1,4,73,30.01,24.63,2779.01,55.15,0.75
FL2195,VT-057,HYD,PNQ,2026-04-05 11:17:00,2026-04-05 13:00:00,11,6,1,4,35,34.92,12.0,9426.98,43.28,0.68
FL2196,VT-057,PNQ,DEL,2026-04-05 13:35:00,2026-04-05 15:14:00,13,6,1,4,59,36.99,10.11,4916.53,82.18,0.44
FL2197,VT-058,DEL,BOM,2026-04-01 06:00:00,2026-04-01 08:29:00,6,2,0,4,80,34.16,21.54,6501.24,78.11,0.8
FL2198,VT-058,BOM,BLR,2026-04-01 09:49:00,2026-04-01 11:56:00,9,2,0,4,70,31.31,22.35,5456.93,88.33,0.62
FL2199,VT-058,BLR,HYD,2026-04-01 13:06:00,2026-04-01 14:37:00,13,2,0,4,84,24.44,7.86,5115.48,87.59,0.52
FL2200,VT-058,DEL,BOM,2026-04-02 00:01:00,2026-04-02 01:03:00,0,3,0,4,74,27.38,19.49,4492.1,79.15,0.61
FL2201,VT-058,BOM,BLR,2026-04-02 02:17:00,2026-04-02 04:11:00,2,3,0,4,53,29.06,14.71,8223.28,59.12,0.61
FL2202,VT-058,BLR,HYD,2026-04-02 05:04:00,2026-04-02 07:30:00,5,3,0,4,53,24.11,15.52,8470.4,58.09,0.67
FL2203,VT-058,DEL,BOM,2026-04-02 16:23:00,2026-04-02 18:45:00,16,3,0,4,54,24.5,18.41,4155.52,53.88,0.95
FL2204,VT-058,BOM,BLR,2026-04-02 19:39:00,2026-04-02 21:48:00,19,3,0,4,70,32.26,17.95,2234.4,70.91,0.66
FL2205,VT-058,BLR,HYD,2026-04-02 22:58:00,2026-04-03 00:24:00,22,3,0,4,37,36.54,15.91,4875.39,44.07,0.44
FL2206,VT-058,DEL,BOM,2026-04-03 09:01:00,2026-04-03 10:24:00,9,4,0,4,85,29.54,14.33,2421.68,41.88,0.8
FL2207,VT-058,BOM,BLR,2026-04-03 11:49:00,2026-04-03 14:07:00,11,4,0,4,60,32.27,15.76,6069.65,52.16,0.82
FL2208,VT-058,BLR,HYD,2026-04-03 15:07:00,2026-04-03 17:06:00,15,4,0,4,49,28.3,14.21,4290.24,52.37,0.75
FL2209,VT-058,DEL,BOM,2026-04-04 01:55:00,2026-04-04 03:09:00,1,5,1,4,60,28.19,18.02,8596.14,60.89,0.35
FL2210,VT-058,BOM,BLR,2026-04-04 04:09:00,2026-04-04 05:30:00,4,5,1,4,45,36.39,5.15,6145.65,41.88,0.7
FL2211,VT-058,BLR,HYD,2026-04-04 06:15:00,2026-04-04 08:08:00,6,5,1,4,77,32.93,23.42,9747.35,67.03,0.62
FL2212,VT-058,DEL,BOM,2026-04-04 17:25:00,2026-04-04 18:35:00,17,5,1,4,36,30.62,6.3,5725.8,52.01,0.63
FL2213,VT-058,BOM,BLR,2026-04-04 19:11:00,2026-04-04 21:30:00,19,5,1,4,90,31.59,14.11,6657.16,57.84,0.41
FL2214,VT-058,BLR,HYD,2026-04-04 23:00:00,2026-04-05 01:16:00,23,5,1,4,37,35.15,18.28,4706.94,86.78,0.94
FL2215,VT-058,DEL,BOM,2026-04-05 09:53:00,2026-04-05 11:03:00,9,6,1,4,49,30.06,9.19,2315.34,77.07,0.88
FL2216,VT-058,BOM,BLR,2026-04-05 11:52:00,2026-04-05 14:04:00,11,6,1,4,47,32.86,5.56,3973.25,62.98,0.74
FL2217,VT-058,BLR,HYD,2026-04-05 14:51:00,2026-04-05 16:03:00,14,6,1,4,74,39.58,16.15,7941.09,53.99,0.7
FL2218,VT-059,MAA,CCU,2026-04-01 05:00:00,2026-04-01 07:12:00,5,2,0,4,35,29.32,20.0,7547.21,89.53,0.49
FL2219,VT-059,CCU,DEL,2026-04-01 07:47:00,2026-04-01 09:39:00,7,2,0,4,62,26.75,14.96,4636.24,62.03,0.9
FL2220,VT-059,DEL,BOM,2026-04-01 10:41:00,2026-04-01 12:05:00,10,2,0,4,39,32.92,9.07,8986.89,42.99,0.92
FL2221,VT-059,MAA,CCU,2026-04-01 20:44:00,2026-04-01 22:10:00,20,2,0,4,81,31.4,11.58,4516.7,65.6,0.96
FL2222,VT-059,CCU,DEL,2026-04-01 23:31:00,2026-04-02 01:56:00,23,2,0,4,61,29.45,22.13,5168.44,49.96,0.6
FL2223,VT-059,DEL,BOM,2026-04-02 02:57:00,2026-04-02 04:29:00,2,3,0,4,41,28.3,12.71,9323.33,78.1,0.65
FL2224,VT-059,MAA,CCU,2026-04-02 13:10:00,2026-04-02 15:07:00,13,3,0,4,88,29.92,6.16,4098.19,61.8,0.41
FL2225,VT-059,CCU,DEL,2026-04-02 16:35:00,2026-04-02 17:50:00,16,3,0,4,66,31.16,23.95,8134.79,53.41,0.71
FL2226,VT-059,DEL,BOM,2026-04-02 18:56:00,2026-04-02 21:05:00,18,3,0,4,54,30.8,22.63,6121.54,78.73,0.69
FL2227,VT-059,MAA,CCU,2026-04-03 05:59:00,2026-04-03 08:00:00,5,4,0,4,69,30.4,16.05,2917.94,46.31,0.67
FL2228,VT-059,CCU,DEL,2026-04-03 09:09:00,2026-04-03 10:44:00,9,4,0,4,32,33.83,24.38,5873.71,43.18,0.69
FL2229,VT-059,DEL,BOM,2026-04-03 11:16:00,2026-04-03 12:48:00,11,4,0,4,45,39.3,21.82,9974.79,61.52,0.52
FL2230,VT-059,MAA,CCU,2026-04-03 21:33:00,2026-04-03 23:06:00,21,4,0,4,84,24.43,5.82,4778.31,53.26,0.78
FL2231,VT-059,CCU,DEL,2026-04-04 00:30:00,2026-04-04 01:49:00,0,5,1,4,88,36.82,23.98,4144.38,80.57,0.34
FL2232,VT-059,DEL,BOM,2026-04-04 03:17:00,2026-04-04 04:36:00,3,5,1,4,57,26.93,23.68,8130.81,72.9,0.88
FL2233,VT-059,MAA,CCU,2026-04-04 13:33:00,2026-04-04 14:54:00,13,5,1,4,51,30.27,17.95,9751.56,75.7,0.95
FL2234,VT-059,CCU,DEL,2026-04-04 15:45:00,2026-04-04 17:38:00,15,5,1,4,33,25.88,15.56,3014.98,69.62,0.64
FL2235,VT-059,DEL,BOM,2026-04-04 18:11:00,2026-04-04 20:15:00,18,5,1,4,73,30.18,17.45,2080.38,49.74,0.64
FL2236,VT-059,MAA,CCU,2026-04-05 05:28:00,2026-04-05 06:44:00,5,6,1,4,45,29.46,13.49,7717.57,70.19,0.51
FL2237,VT-059,CCU,DEL,2026-04-05 07:29:00,2026-04-05 09:04:00,7,6,1,4,84,32.08,13.22,3741.6,88.3,0.39
FL2238,VT-059,DEL,BOM,2026-04-05 10:28:00,2026-04-05 12:43:00,10,6,1,4,76,28.97,9.44,8243.77,50.06,0.36
FL2239,VT-060,BOM,DEL,2026-04-01 05:00:00,2026-04-01 06:04:00,5,2,0,4,65,29.72,14.49,2079.75,44.24,0.87
FL2240,VT-060,DEL,CCU,2026-04-01 07:09:00,2026-04-01 08:49:00,7,2,0,4,71,30.6,22.09,7465.4,42.62,0.85
FL2241,VT-060,CCU,MAA,2026-04-01 10:00:00,2026-04-01 11:55:00,10,2,0,4,49,30.39,21.91,8392.66,65.42,0.46
FL2242,VT-060,BOM,DEL,2026-04-01 20:44:00,2026-04-01 23:08:00,20,2,0,4,55,31.92,24.62,3245.54,51.28,0.45
FL2243,VT-060,DEL,CCU,2026-04-02 00:03:00,2026-04-02 02:23:00,0,3,0,4,61,32.92,20.85,3495.26,43.33,1.0
FL2244,VT-060,CCU,MAA,2026-04-02 03:24:00,2026-04-02 04:42:00,3,3,0,4,38,34.14,16.09,9213.05,86.31,0.31
FL2245,VT-060,BOM,DEL,2026-04-02 13:20:00,2026-04-02 15:16:00,13,3,0,4,51,28.37,6.51,4002.87,73.47,0.92
FL2246,VT-060,DEL,CCU,2026-04-02 16:07:00,2026-04-02 17:58:00,16,3,0,4,87,39.1,8.77,8439.73,88.37,0.49
FL2247,VT-060,CCU,MAA,2026-04-02 19:25:00,2026-04-02 20:45:00,19,3,0,4,69,26.59,14.9,2688.93,67.96,0.65
FL2248,VT-060,BOM,DEL,2026-04-03 05:54:00,2026-04-03 08:04:00,5,4,0,4,64,29.26,11.68,6174.65,69.28,0.31
FL2249,VT-060,DEL,CCU,2026-04-03 09:08:00,2026-04-03 10:16:00,9,4,0,4,30,25.48,20.22,7704.11,58.31,0.34
FL2250,VT-060,CCU,MAA,2026-04-03 10:46:00,2026-04-03 12:53:00,10,4,0,4,70,26.94,8.68,6615.49,47.74,0.55
FL2251,VT-060,BOM,DEL,2026-04-03 22:03:00,2026-04-03 23:49:00,22,4,0,4,31,25.49,18.94,6480.93,59.32,0.59
FL2252,VT-060,DEL,CCU,2026-04-04 00:20:00,2026-04-04 02:02:00,0,5,1,4,32,29.5,6.57,9050.06,43.89,0.79
FL2253,VT-060,CCU,MAA,2026-04-04 02:34:00,2026-04-04 04:04:00,2,5,1,4,40,30.06,23.4,4165.47,58.52,0.7
FL2254,VT-060,BOM,DEL,2026-04-04 12:44:00,2026-04-04 14:56:00,12,5,1,4,39,28.52,18.38,5282.43,63.54,0.33
FL2255,VT-060,DEL,CCU,2026-04-04 15:35:00,2026-04-04 17:34:00,15,5,1,4,74,30.86,8.82,8324.11,62.7,0.51
FL2256,VT-060,CCU,MAA,2026-04-04 18:48:00,2026-04-04 19:57:00,18,5,1,4,69,34.12,19.98,4178.52,45.88,0.48
FL2257,VT-060,BOM,DEL,2026-04-05 05:06:00,2026-04-05 07:34:00,5,6,1,4,39,28.65,23.42,6652.71,66.67,0.72
FL2258,VT-060,DEL,CCU,2026-04-05 08:13:00,2026-04-05 09:59:00,8,6,1,4,51,34.64,15.47,2933.98,46.45,0.68
FL2259,VT-060,CCU,MAA,2026-04-05 10:50:00,2026-04-05 12:10:00,10,6,1,4,67,27.98,23.73,4466.82,83.48,0.83
FL2260,VT-061,BLR,HYD,2026-04-01 05:00:00,2026-04-01 06:08:00,5,2,0,4,65,31.16,8.99,4970.17,65.08,0.81
FL2261,VT-061,HYD,PNQ,2026-04-01 07:13:00,2026-04-01 08:23:00,7,2,0,4,72,27.97,7.26,5250.93,64.25,0.68
FL2262,VT-061,PNQ,DEL,2026-04-01 09:35:00,2026-04-01 11:33:00,9,2,0,4,45,28.28,21.16,7543.03,67.79,0.79
FL2263,VT-061,BLR,HYD,2026-04-01 20:18:00,2026-04-01 21:58:00,20,2,0,4,56,31.66,13.24,3107.18,73.29,0.67
FL2264,VT-061,HYD,PNQ,2026-04-01 22:54:00,2026-04-01 23:54:00,22,2,0,4,36,24.41,23.14,6698.96,44.27,0.61
FL2265,VT-061,PNQ,DEL,2026-04-02 00:30:00,2026-04-02 02:28:00,0,3,0,4,35,34.81,20.13,8353.08,64.73,0.93
FL2266,VT-061,BLR,HYD,2026-04-02 11:03:00,2026-04-02 12:55:00,11,3,0,4,52,27.6,22.97,9170.05,74.29,0.9
FL2267,VT-061,HYD,PNQ,2026-04-02 13:47:00,2026-04-02 16:11:00,13,3,0,4,75,23.76,6.78,8919.96,56.03,0.42
FL2268,VT-061,PNQ,DEL,2026-04-02 17:26:00,2026-04-02 19:26:00,17,3,0,4,88,28.13,10.02,4564.54,46.75,0.51
FL2269,VT-061,BLR,HYD,2026-04-03 04:54:00,2026-04-03 06:40:00,4,4,0,4,72,24.07,16.45,5534.83,57.34,0.82
FL2270,VT-061,HYD,PNQ,2026-04-03 07:52:00,2026-04-03 10:01:00,7,4,0,4,79,31.09,11.64,7955.54,47.6,0.39
FL2271,VT-061,PNQ,DEL,2026-04-03 11:20:00,2026-04-03 12:38:00,11,4,0,4,53,31.67,11.91,8461.62,52.32,0.34
FL2272,VT-061,BLR,HYD,2026-04-03 21:31:00,2026-04-03 23:09:00,21,4,0,4,41,24.66,16.11,6220.64,72.77,0.46
FL2273,VT-061,HYD,PNQ,2026-04-03 23:50:00,2026-04-04 02:19:00,23,4,0,4,43,32.9,22.29,4474.95,74.71,0.31
FL2274,VT-061,PNQ,DEL,2026-04-04 03:02:00,2026-04-04 05:28:00,3,5,1,4,89,24.12,15.87,2581.89,79.51,0.45
FL2275,VT-061,BLR,HYD,2026-04-04 14:57:00,2026-04-04 16:55:00,14,5,1,4,55,24.95,18.54,8425.7,68.09,0.82
FL2276,VT-061,HYD,PNQ,2026-04-04 17:50:00,2026-04-04 19:44:00,17,5,1,4,45,25.13,21.18,4357.61,68.56,0.82
FL2277,VT-061,PNQ,DEL,2026-04-04 20:29:00,2026-04-04 22:16:00,20,5,1,4,84,35.45,12.58,4422.14,62.97,0.87
FL2278,VT-061,BLR,HYD,2026-04-05 07:40:00,2026-04-05 09:12:00,7,6,1,4,37,30.32,18.23,9226.19,44.93,0.46
FL2279,VT-061,HYD,PNQ,2026-04-05 09:49:00,2026-04-05 12:01:00,9,6,1,4,50,33.04,19.18,8589.96,82.85,0.59
FL2280,VT-061,PNQ,DEL,2026-04-05 12:51:00,2026-04-05 14:32:00,12,6,1,4,62,29.48,9.61,4329.57,78.61,0.35
FL2281,VT-062,DEL,BOM,2026-04-01 01:00:00,2026-04-01 02:07:00,1,2,0,4,69,26.59,21.55,5421.35,69.8,0.36
FL2282,VT-062,BOM,BLR,2026-04-01 03:16:00,2026-04-01 04:16:00,3,2,0,4,35,27.37,24.23,8458.09,62.98,0.46
FL2283,VT-062,BLR,HYD,2026-04-01 04:51:00,2026-04-01 06:27:00,4,2,0,4,41,28.96,23.67,4756.77,48.05,0.69
FL2284,VT-062,DEL,BOM,2026-04-01 15:08:00,2026-04-01 17:05:00,15,2,0,4,35,34.34,14.54,9956.51,73.96,0.35
FL2285,VT-062,BOM,BLR,2026-04-01 17:40:00,2026-04-01 19:32:00,17,2,0,4,86,30.84,24.86,5263.15,54.37,0.69
FL2286,VT-062,BLR,HYD,2026-04-01 20:58:00,2026-04-01 22:12:00,20,2,0,4,57,27.84,5.03,5596.67,81.84,0.7
